TITLE,CRSE,ID,CRSE_ID,CRSE_ID_SEC,CRSE_ID_TERM,ACT,FAC1,FAC2,TERM,AY,S,L,Q,W1,W2,W3,CEL,PW,CONT
Applied Music: Bass,MUS,270B,MUS_270B,MUS_270B_A,MUS_270B_A_fall_2016-17,4,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Tabla,MUS,270BB,MUS_270BB,MUS_270BB_A,MUS_270BB_A_fall_2016-17,3,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Bassoon,MUS,270C,MUS_270C,MUS_270C_A,MUS_270C_A_fall_2016-17,0,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Trombone,MUS,270CC,MUS_270CC,MUS_270CC_A,MUS_270CC_A_fall_2016-17,0,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Cello,MUS,270D,MUS_270D,MUS_270D_A,MUS_270D_A_fall_2016-17,4,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Trumpet,MUS,270DD,MUS_270DD,MUS_270DD_A,MUS_270DD_A_fall_2016-17,1,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Bass Trombone,MUS,270E,MUS_270E,MUS_270E_A,MUS_270E_A_fall_2016-17,0,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Ukulele,MUS,270EE,MUS_270EE,MUS_270EE_A,MUS_270EE_A_fall_2016-17,5,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Clarinet,MUS,270F,MUS_270F,MUS_270F_A,MUS_270F_A_fall_2016-17,0,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Viola,MUS,270FF,MUS_270FF,MUS_270FF_A,MUS_270FF_A_fall_2016-17,1,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Hand Drums,MUS,270G,MUS_270G,MUS_270G_A,MUS_270G_A_fall_2016-17,0,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Violin,MUS,270GG,MUS_270GG,MUS_270GG_A,MUS_270GG_A_fall_2016-17,9,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Double Bass (Classical),MUS,270H,MUS_270H,MUS_270H_A,MUS_270H_A_fall_2016-17,0,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Voice (Classical),MUS,270HH,MUS_270HH,MUS_270HH_A,MUS_270HH_A_fall_2016-17,18,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Drum Set,MUS,270I,MUS_270I,MUS_270I_A,MUS_270I_A_fall_2016-17,10,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Voice (Jazz/Pop),MUS,270II,MUS_270II,MUS_270II_A,MUS_270II_A_fall_2016-17,13,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Euphonium,MUS,270J,MUS_270J,MUS_270J_A,MUS_270J_A_fall_2016-17,0,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Flute,MUS,270K,MUS_270K,MUS_270K_A,MUS_270K_A_fall_2016-17,1,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Fiddle,MUS,270L,MUS_270L,MUS_270L_A,MUS_270L_A_fall_2016-17,4,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: French Horn,MUS,270M,MUS_270M,MUS_270M_A,MUS_270M_A_fall_2016-17,1,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Mandolin,MUS,270N,MUS_270N,MUS_270N_A,MUS_270N_A_fall_2016-17,0,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Harpsichord,MUS,270P,MUS_270P,MUS_270P_A,MUS_270P_A_fall_2016-17,0,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Lute,MUS,270Q,MUS_270Q,MUS_270Q_A,MUS_270Q_A_fall_2016-17,0,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Guitar (Classical),MUS,270R,MUS_270R,MUS_270R_A,MUS_270R_A_fall_2016-17,3,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Guitar (Jazz),MUS,270S,MUS_270S,MUS_270S_A,MUS_270S_A_fall_2016-17,2,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Middle Eastern Percussion,MUS,270T,MUS_270T,MUS_270T_A,MUS_270T_A_fall_2016-17,1,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Oboe,MUS,270U,MUS_270U,MUS_270U_A,MUS_270U_A_fall_2016-17,1,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Organ,MUS,270V,MUS_270V,MUS_270V_A,MUS_270V_A_fall_2016-17,1,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Oud,MUS,270W,MUS_270W,MUS_270W_A,MUS_270W_A_fall_2016-17,6,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Piano (Classical),MUS,270X,MUS_270X,MUS_270X_A,MUS_270X_A_fall_2016-17,27,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Piano (Jazz),MUS,270Y,MUS_270Y,MUS_270Y_A,MUS_270Y_A_fall_2016-17,9,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Saxophone,MUS,270Z,MUS_270Z,MUS_270Z_A,MUS_270Z_A_fall_2016-17,4,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
College Choir,MUS,290A,MUS_290A,MUS_290A_A,MUS_290A_A_fall_2016-17,18,John Corrie,0,fall,2016-17,0,0,0,0,0,0,0,0,1
American String Band Ensemble,MUS,290B,MUS_290B,MUS_290B_A,MUS_290B_A_fall_2016-17,10,Hiroya Miura,Alan Carr,fall,2016-17,0,0,0,0,0,0,0,0,1
Gamelan Ensemble,MUS,290C,MUS_290C,MUS_290C_A,MUS_290C_A_fall_2016-17,6,Gina Fatone,0,fall,2016-17,0,0,0,0,0,0,0,0,0
Jazz Band and Jazz Combo,MUS,290D,MUS_290D,MUS_290D_A,MUS_290D_A_fall_2016-17,8,Larry Williams,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Orchestra,MUS,290E,MUS_290E,MUS_290E_A,MUS_290E_A_fall_2016-17,21,Hiroya Miura,0,fall,2016-17,0,0,0,0,0,0,0,0,0
Steel Pan Orchestra,MUS,290F,MUS_290F,MUS_290F_A,MUS_290F_A_fall_2016-17,6,Hiroya Miura,0,fall,2016-17,0,0,0,0,0,0,0,0,0
Brass Ensemble,MUS,290H,MUS_290H,MUS_290H_A,MUS_290H_A_fall_2016-17,5,Alan Carr,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Music Visiting Artist Workshop,MUS,290I,MUS_290I,MUS_290I_A,MUS_290I_A_fall_2016-17,2,Hiroya Miura,0,fall,2016-17,0,0,0,0,0,0,0,0,0
Music Theory III,MUS,331,MUS_331,MUS_331_A,MUS_331_A_fall_2016-17,3,Hiroya Miura,0,fall,2016-17,0,0,0,0,0,0,0,0,0
Senior Thesis,MUS,457,MUS_457,MUS_457_HM,MUS_457_HM_fall_2016-17,1,Hiroya Miura,0,fall,2016-17,0,0,0,0,0,0,0,0,0
Senior Thesis,NRSC,457,NRSC_457,NRSC_457_NK,NRSC_457_NK_fall_2016-17,3,Nancy Koven,0,fall,2016-17,0,0,0,0,0,1,0,0,0
Introduction to Neuroscience,NSPY,160,NSPY_160,NSPY_160_A,NSPY_160_A_fall_2016-17,42,Nancy Koven,0,fall,2016-17,0,0,0,0,0,0,0,0,0
Physio of Mental Illness,NSPY,319,NSPY_319,NSPY_319_A,NSPY_319_A_fall_2016-17,23,Kate White,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Topics-Affective Neuroscience,NSPY,361,NSPY_361,NSPY_361_A,NSPY_361_A_fall_2016-17,14,Kate White,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Physiological Psychology/Lab,NSPY,363,NSPY_363,NSPY_363_A,NSPY_363_A_fall_2016-17,22,Jason Castro,0,fall,2016-17,0,1,0,0,0,0,0,0,0
Introduction to Logic,PHIL,195,PHIL_195,PHIL_195_A,PHIL_195_A_fall_2016-17,37,Mark Okrent,0,fall,2016-17,0,0,0,0,0,0,0,0,0
Introduction to Logic,PHIL,195,PHIL_195,PHIL_195_B,PHIL_195_B_fall_2016-17,37,Mark Okrent,0,fall,2016-17,0,0,0,0,0,0,0,0,0
Metaphysics,PHIL,245,PHIL_245,PHIL_245_A,PHIL_245_A_fall_2016-17,31,Rohan Sud,0,fall,2016-17,0,0,0,0,0,0,0,0,1
Moral Luck,PHIL,257,PHIL_257,PHIL_257_A,PHIL_257_A_fall_2016-17,32,Susan Stark,0,fall,2016-17,0,0,0,0,0,0,0,1,0
Philosophy of Law,PHIL,258,PHIL_258,PHIL_258_A,PHIL_258_A_fall_2016-17,27,David Cummiskey,0,fall,2016-17,0,0,0,0,0,0,0,1,0
Philosophy from Descartes to Kant,PHIL,272,PHIL_272,PHIL_272_A,PHIL_272_A_fall_2016-17,34,Mark Okrent,0,fall,2016-17,0,0,0,0,0,0,0,0,0
"Liberty, Equality, and Community",PHIL,324C,PHIL_324C,PHIL_324C_A,PHIL_324C_A_fall_2016-17,13,David Cummiskey,0,fall,2016-17,0,0,0,0,1,0,0,0,0
Moral Realism,PHIL,325C,PHIL_325C,PHIL_325C_A,PHIL_325C_A_fall_2016-17,14,Susan Stark,0,fall,2016-17,0,0,0,0,1,0,0,0,0
Senior Thesis,PHIL,457,PHIL_457,PHIL_457_DC,PHIL_457_DC_fall_2016-17,2,David Cummiskey,0,fall,2016-17,0,0,0,0,0,1,0,0,0
Musical Acoustics/Lab,PHYS,103,PHYS_103,PHYS_103_A,PHYS_103_A_fall_2016-17,27,John Smedley,0,fall,2016-17,1,1,1,0,0,0,0,0,0
Musical Acoustics/Lab,PHYS,103,PHYS_103,PHYS_103_B,PHYS_103_B_fall_2016-17,26,John Smedley,0,fall,2016-17,1,1,1,0,0,0,0,0,0
Physics in Everyday Life,PHYS,105,PHYS_105,PHYS_105_B,PHYS_105_B_fall_2016-17,17,James Porter,0,fall,2016-17,1,0,1,0,0,0,0,0,1
Physics in Everyday Life,PHYS,105,PHYS_105,PHYS_105_A,PHYS_105_A_fall_2016-17,39,James Porter,0,fall,2016-17,1,0,1,0,0,0,0,0,1
Classical Physics/Lab,PHYS,107,PHYS_107,PHYS_107_A,PHYS_107_A_fall_2016-17,44,Blake Sturtevant,0,fall,2016-17,1,1,1,0,0,0,0,0,1
Classical Physics/Lab,PHYS,107,PHYS_107,PHYS_107_B,PHYS_107_B_fall_2016-17,64,Blake Sturtevant,0,fall,2016-17,1,1,1,0,0,0,0,0,1
Newtonian Mechanics,PHYS,211,PHYS_211,PHYS_211_A,PHYS_211_A_fall_2016-17,28,Hong Lin,0,fall,2016-17,1,0,1,0,0,0,0,0,0
Computational Physics,PHYS,216,PHYS_216,PHYS_216_A,PHYS_216_A_fall_2016-17,21,Jeffrey Oishi,0,fall,2016-17,1,0,1,0,0,0,0,0,0
Introductory Quantum Mechanics,PHYS,308,PHYS_308,PHYS_308_A,PHYS_308_A_fall_2016-17,12,Hong Lin,0,fall,2016-17,1,0,1,0,0,0,0,0,0
Classical and Modern Optics,PHYS,373,PHYS_373,PHYS_373_A,PHYS_373_A_fall_2016-17,2,Aleks Diamond-Stanic,0,fall,2016-17,1,0,1,0,0,0,0,0,0
Electromagnetic Theory,PHYS,422,PHYS_422,PHYS_422_A,PHYS_422_A_fall_2016-17,4,James Porter,0,fall,2016-17,1,0,1,0,0,0,0,0,1
Senior Thesis,PHYS,457,PHYS_457,PHYS_457_HL,PHYS_457_HL_fall_2016-17,4,Hong Lin,0,fall,2016-17,0,0,0,0,0,1,0,0,0
The Problem of Evil,PLRE,304,PLRE_304,PLRE_304_A,PLRE_304_A_fall_2016-17,22,Thomas Tracy,0,fall,2016-17,0,0,0,0,1,0,0,0,0
American Political Institutions and Processes,PLTC,115,PLTC_115,PLTC_115_B,PLTC_115_B_fall_2016-17,43,Steve Engel,0,fall,2016-17,0,0,0,0,0,0,0,0,0
American Political Institutions and Processes,PLTC,115,PLTC_115,PLTC_115_A,PLTC_115_A_fall_2016-17,39,Steve Engel,0,fall,2016-17,0,0,0,0,0,0,0,0,0
