TITLE,CRSE,ID,CRSE_ID,CRSE_ID_SEC,CRSE_ID_TERM,ACT,FAC1,FAC2,TERM,AY,S,L,Q,W1,W2,W3,CEL,PW,CONT
Politics and Performance on Stage and Screen,FYS,487,FYS_487,FYS_487_A,FYS_487_A_winter_2018-19,0,Clifford Odle,0,winter,2018-19,0,0,0,1,0,0,0,0,1
Cultivating Social Justice in Community Gardens,FYS,493,FYS_493,FYS_493_A,FYS_493_A_winter_2018-19,0,Stephanie Wade,0,winter,2018-19,0,0,0,1,0,0,0,0,1
Art and Reflection: The Commonplace Book,FYS,498,FYS_498,FYS_498_A,FYS_498_A_winter_2018-19,0,Pamela Johnson,0,winter,2018-19,0,0,0,1,0,0,0,0,0
Reading Literary Space,FYS,499,FYS_499,FYS_499_A,FYS_499_A_winter_2018-19,0,Steven Dillon,0,winter,2018-19,0,0,0,1,0,0,0,0,0
Seeing With Light: The Physics of Biological Imaging,FYS,500,FYS_500,FYS_500_A,FYS_500_A_winter_2018-19,0,Travis Gould,0,winter,2018-19,0,0,0,1,0,0,0,0,0
Japan on Screen: Reading Prominent Japanese Films,FYS,501,FYS_501,FYS_501_A,FYS_501_A_winter_2018-19,0,Justine Wiesinger,0,winter,2018-19,0,0,0,1,0,0,0,0,0
"Making Moral Minds: Nature, Nurture, and the Sources of Morality",FYS,503,FYS_503,FYS_503_A,FYS_503_A_winter_2018-19,0,Mike Dacey,0,winter,2018-19,0,0,0,1,0,0,0,0,0
Bates STEM Scholars,FYS,505,FYS_505,FYS_505_A,FYS_505_A_winter_2018-19,0,April Hill,0,winter,2018-19,1,0,0,1,0,0,0,0,0
Bates STEM Scholars,FYS,505,FYS_505,FYS_505_B,FYS_505_B_winter_2018-19,0,John Smedley,0,winter,2018-19,1,0,0,1,0,0,0,0,0
Plate Tectonics and Hazards,GEO,104,GEO_104,GEO_104_A,GEO_104_A_winter_2018-19,18,Genevieve Robert,0,winter,2018-19,1,0,1,0,0,0,0,0,0
Field Geology in Maine/Lab,GEO,107,GEO_107,GEO_107_A,GEO_107_A_winter_2018-19,14,Calvin Mako,0,winter,2018-19,1,1,1,0,0,0,0,0,1
Earth Structure & Dynamics/Lab,GEO,230,GEO_230,GEO_230_A,GEO_230_A_winter_2018-19,23,Calvin Mako,0,winter,2018-19,1,1,1,0,1,0,0,0,1
Environmental Geochemistry/Lab,GEO,240,GEO_240,GEO_240_A,GEO_240_A_winter_2018-19,12,Bev Johnson,0,winter,2018-19,1,1,1,0,1,0,0,0,0
The Lithosphere/Lab,GEO,383,GEO_383,GEO_383_A,GEO_383_A_winter_2018-19,6,Genevieve Robert,0,winter,2018-19,1,0,1,0,0,0,0,0,0
Senior Thesis,GEO,457,GEO_457,GEO_457_GR,GEO_457_GR_winter_2018-19,6,Genevieve Robert,0,winter,2018-19,0,0,0,0,0,1,0,0,0
Introduction to German Language and Culture I,GER,101,GER_101,GER_101_A,GER_101_A_winter_2018-19,6,Jakub Kazecki,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Inermediate German Language and Culture I,GER,201,GER_201,GER_201_A,GER_201_A_winter_2018-19,11,Raluca Cernahoschi,0,winter,2018-19,0,0,0,0,0,0,0,1,0
Advanced German Language and Culture I,GER,233,GER_233,GER_233_A,GER_233_A_winter_2018-19,1,Raluca Cernahoschi,0,winter,2018-19,0,0,0,0,0,0,0,0,0
"Age of Revolution, 1750-1830",GER,251,GER_251,GER_251_A,GER_251_A_winter_2018-19,7,Jakub Kazecki,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Senior Thesis,GER,457,GER_457,GER_457_DB,GER_457_DB_winter_2018-19,2,Dennis Browne,0,winter,2018-19,0,0,0,0,0,1,0,0,0
"Gender, Power, and Political Systems",GSPT,155,GSPT_155,GSPT_155_A,GSPT_155_A_winter_2018-19,4,Jacob Longaker,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Political Freedom,GSPT,292,GSPT_292,GSPT_292_A,GSPT_292_A_winter_2018-19,2,Elena Gambino,0,winter,2018-19,0,0,0,0,0,0,0,0,1
The Psychology of Sexual Orientation and Gender Diversity,GSPY,309,GSPY_309,GSPY_309_A,GSPY_309_A_winter_2018-19,9,Joshua Goodman,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Introduction to Gender and Sexuality Studies,GSS,100,GSS_100,GSS_100_A,GSS_100_A_winter_2018-19,35,Melinda Plastas,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Marriage in America,GSS,356,GSS_356,GSS_356_A,GSS_356_A_winter_2018-19,9,Rebecca Herzig,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Senior Thesis,GSS,457,GSS_457,GSS_457_RH,GSS_457_RH_winter_2018-19,5,Rebecca Herzig,0,winter,2018-19,0,0,0,0,0,1,0,0,0
"Knowledge, Action, and Social Change",GSSO,395K,GSSO_395K,GSSO_395K_A,GSSO_395K_A_winter_2018-19,16,Emily Kane,0,winter,2018-19,0,0,0,0,1,0,1,0,0
Gendered Experiences in the Américas Borderlands,GSSP,323,GSSP_323,GSSP_323_A,GSSP_323_A_winter_2018-19,17,Claudia Aburto Guzman,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Latin American History: From the Conquest to the Present,HILS,181,HILS_181,HILS_181_A,HILS_181_A_winter_2018-19,26,Karen Melvin,0,winter,2018-19,0,0,0,0,0,0,0,0,0
The Spanish Empire: From Madrid to Manila,HILS,270,HILS_270,HILS_270_A,HILS_270_A_winter_2018-19,4,Karen Melvin,0,winter,2018-19,0,0,0,0,0,0,0,0,0
History of East Africa,HIST,287,HIST_287,HIST_287_A,HIST_287_A_winter_2018-19,23,Patrick Otim,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Historical Methods,HIST,399,HIST_399,HIST_399_A,HIST_399_A_winter_2018-19,12,Joseph Hall,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Senior Thesis,HIST,457,HIST_457,HIST_457_JH,HIST_457_JH_winter_2018-19,9,Joseph Hall,0,winter,2018-19,0,0,0,0,0,1,0,0,0
Technology in U.S. History,INDS,210,INDS_210,INDS_210_A,INDS_210_A_winter_2018-19,29,Rebecca Herzig,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Environmental Archeology,INDS,219,INDS_219,INDS_219_A,INDS_219_A_winter_2018-19,29,Gerald Bigelow,0,winter,2018-19,1,0,0,0,0,0,0,0,0
Interdisciplinary Studies: Methods and Modes of Inquiry,INDS,250,INDS_250,INDS_250_A,INDS_250_A_winter_2018-19,19,Erica Rand,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Black Resistance from the Civil War to Civil Rights,INDS,301G,INDS_301G,INDS_301G_A,INDS_301G_A_winter_2018-19,16,Andrew Baker,0,winter,2018-19,0,0,0,0,1,0,0,0,0
Black Feminist Activist and Intellectual Traditions,INDS,302,INDS_302,INDS_302_A,INDS_302_A_winter_2018-19,14,Sue Houchins,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Interdisciplinary Senior Thesis,INDS,457,INDS_457,INDS_457_FD,INDS_457_FD_winter_2018-19,1,Francesco Duina,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Interdisciplinary Senior Thesis,INDS,457,INDS_457,INDS_457_MT,INDS_457_MT_winter_2018-19,1,Mara Tieken,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Beginning Japanese I,JPN,101,JPN_101,JPN_101_A,JPN_101_A_winter_2018-19,11,Keiko Konoeda,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Intermediate Japanese I,JPN,201,JPN_201,JPN_201_A,JPN_201_A_winter_2018-19,5,Justine Wiesinger,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Intermediate Japanese III,JPN,301,JPN_301,JPN_301_A,JPN_301_A_winter_2018-19,8,Keiko Konoeda,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Advanced Japanese I,JPN,401,JPN_401,JPN_401_A,JPN_401_A_winter_2018-19,6,Brian Ruppert,0,winter,2018-19,0,0,0,0,0,0,0,1,0
Senior Thesis,JPN,457,JPN_457,JPN_457_BR,JPN_457_BR_winter_2018-19,0,Brian Ruppert,0,winter,2018-19,0,0,0,0,0,1,0,0,0
Senior Thesis,LAS,457,LAS_457,LAS_457_BF,LAS_457_BF_winter_2018-19,1,Baltasar Fra-Molinero,0,winter,2018-19,0,0,0,0,0,1,0,0,0
Republican Prose,LATN,203,LATN_203,LATN_203_A,LATN_203_A_winter_2018-19,3,Henry Walker,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Republican Prose,LATN,303,LATN_303,LATN_303_A,LATN_303_A_winter_2018-19,0,Henry Walker,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Participatory Democracy,LSPT,352,LSPT_352,LSPT_352_A,LSPT_352_A_winter_2018-19,11,Jacob Longaker,0,winter,2018-19,0,0,0,0,1,0,0,0,1
Political Violence in Latin America,LSPT,353,LSPT_353,LSPT_353_A,LSPT_353_A_winter_2018-19,14,Clarisa Perez-Armendariz,0,winter,2018-19,0,0,0,0,1,0,0,0,0
Non Linear Models and Chaos,MAPH,255E,MAPH_255E,MAPH_255E_A,MAPH_255E_A_winter_2018-19,30,Raj Saha,0,winter,2018-19,1,0,1,0,0,0,0,0,1
Calculus I,MATH,105,MATH_105,MATH_105_C,MATH_105_C_winter_2018-19,4,Adriana Salerno,0,winter,2018-19,0,0,1,0,0,0,0,0,0
Calculus II,MATH,106,MATH_106,MATH_106_B,MATH_106_B_winter_2018-19,10,Chip Ross,0,winter,2018-19,0,0,1,0,0,0,0,0,0
Calculus II,MATH,106,MATH_106,MATH_106_D,MATH_106_D_winter_2018-19,4,Martin Montgomery,0,winter,2018-19,0,0,1,0,0,0,0,0,1
Calculus II,MATH,106,MATH_106,MATH_106_C,MATH_106_C_winter_2018-19,9,Martin Montgomery,0,winter,2018-19,0,0,1,0,0,0,0,0,1
Calculus II,MATH,106,MATH_106,MATH_106_A,MATH_106_A_winter_2018-19,10,Scott Balcomb,0,winter,2018-19,0,0,1,0,0,0,0,0,0
Linear Algebra,MATH,205,MATH_205,MATH_205_B,MATH_205_B_winter_2018-19,26,Chip Ross,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Linear Algebra,MATH,205,MATH_205,MATH_205_A,MATH_205_A_winter_2018-19,12,Pallavi Jayawant,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Probability,MATH,214,MATH_214,MATH_214_A,MATH_214_A_winter_2018-19,31,Grace Coulombe,0,winter,2018-19,0,0,1,0,0,0,0,0,1
Differential Equations,MATH,219,MATH_219,MATH_219_A,MATH_219_A_winter_2018-19,14,Peter Wong,0,winter,2018-19,0,0,1,0,0,0,0,0,0
Sophomore-Junior Seminar,MATH,295,MATH_295,MATH_295_A,MATH_295_A_winter_2018-19,16,Adriana Salerno,0,winter,2018-19,0,0,0,0,1,0,0,0,0
Real Analysis,MATH,301,MATH_301,MATH_301_B,MATH_301_B_winter_2018-19,18,Meredith Greer,0,winter,2018-19,0,0,0,0,0,0,0,1,0
Real Analysis,MATH,301,MATH_301,MATH_301_A,MATH_301_A_winter_2018-19,21,Meredith Greer,0,winter,2018-19,0,0,0,0,0,0,0,1,0
Graph Algorithms,MATH,355B,MATH_355B,MATH_355B_A,MATH_355B_A_winter_2018-19,4,Pallavi Jayawant,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Abstract Algebra II,MATH,379,MATH_379,MATH_379_A,MATH_379_A_winter_2018-19,11,Peter Wong,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Senior Thesis,MATH,457,MATH_457,MATH_457_AS,MATH_457_AS_winter_2018-19,4,Adriana Salerno,0,winter,2018-19,0,0,0,0,0,1,0,0,0
Music in Contemporary Popular Culture,MUS,248,MUS_248,MUS_248_A,MUS_248_A_winter_2018-19,47,Dale Chapman,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Applied Music: Banjo,MUS,270A,MUS_270A,MUS_270A_A,MUS_270A_A_winter_2018-19,3,Alan Carr,Eli Gilbert,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Sitar,MUS,270AA,MUS_270AA,MUS_270AA_A,MUS_270AA_A_winter_2018-19,0,Alan Carr,David Pontbriand,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Bass,MUS,270B,MUS_270B,MUS_270B_A,MUS_270B_A_winter_2018-19,2,Alan Carr,Stuart Gurley,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Bassoon,MUS,270C,MUS_270C,MUS_270C_A,MUS_270C_A_winter_2018-19,0,Alan Carr,Tim Ebersold,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Trombone,MUS,270CC,MUS_270CC,MUS_270CC_A,MUS_270CC_A_winter_2018-19,2,Alan Carr,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Cello,MUS,270D,MUS_270D,MUS_270D_A,MUS_270D_A_winter_2018-19,3,Alan Carr,Christina Chute,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Trumpet,MUS,270DD,MUS_270DD,MUS_270DD_A,MUS_270DD_A_winter_2018-19,0,Alan Carr,John Furman,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Bass Trombone,MUS,270E,MUS_270E,MUS_270E_A,MUS_270E_A_winter_2018-19,0,Alan Carr,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Ukulele,MUS,270EE,MUS_270EE,MUS_270EE_A,MUS_270EE_A_winter_2018-19,11,Alan Carr,Seth Warner,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Clarinet,MUS,270F,MUS_270F,MUS_270F_A,MUS_270F_A_winter_2018-19,0,Alan Carr,Carol Furman,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Viola,MUS,270FF,MUS_270FF,MUS_270FF_A,MUS_270FF_A_winter_2018-19,2,Alan Carr,Robert Dan,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Hand Drums,MUS,270G,MUS_270G,MUS_270G_A,MUS_270G_A_winter_2018-19,3,Alan Carr,Eric LaPerna,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Violin,MUS,270GG,MUS_270GG,MUS_270GG_A,MUS_270GG_A_winter_2018-19,5,Alan Carr,Dean Stein,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Double Bass (Classical),MUS,270H,MUS_270H,MUS_270H_A,MUS_270H_A_winter_2018-19,0,Alan Carr,Stuart Gurley,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Voice,MUS,270HH,MUS_270HH,MUS_270HH_C,MUS_270HH_C_winter_2018-19,0,Jazmin DeRice,Alan Carr,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Voice,MUS,270HH,MUS_270HH,MUS_270HH_D,MUS_270HH_D_winter_2018-19,4,Joelle Morris,Alan Carr,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Voice,MUS,270HH,MUS_270HH,MUS_270HH_A,MUS_270HH_A_winter_2018-19,11,John Corrie,Alan Carr,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Voice,MUS,270HH,MUS_270HH,MUS_270HH_B,MUS_270HH_B_winter_2018-19,2,Luette Saul,Alan Carr,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Drum Set,MUS,270I,MUS_270I,MUS_270I_A,MUS_270I_A_winter_2018-19,13,Alan Carr,Mark Macksoud,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Euphonium,MUS,270J,MUS_270J,MUS_270J_A,MUS_270J_A_winter_2018-19,0,Alan Carr,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Arabic Nay,MUS,270JJ,MUS_270JJ,MUS_270JJ_A,MUS_270JJ_A_winter_2018-19,0,Alan Carr,Maria Wagner,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Flute,MUS,270K,MUS_270K,MUS_270K_A,MUS_270K_A_winter_2018-19,3,Alan Carr,Krysia Tripp,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Orchestral Percussion,MUS,270KK,MUS_270KK,MUS_270KK_A,MUS_270KK_A_winter_2018-19,0,Alan Carr,Greg Simonds,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Fiddle,MUS,270L,MUS_270L,MUS_270L_A,MUS_270L_A_winter_2018-19,0,Alan Carr,Erica Shipman,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: French Horn,MUS,270M,MUS_270M,MUS_270M_A,MUS_270M_A_winter_2018-19,0,Alan Carr,Margie Landis,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Mandolin,MUS,270N,MUS_270N,MUS_270N_A,MUS_270N_A_winter_2018-19,1,Alan Carr,Seth Warner,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Harpsichord,MUS,270P,MUS_270P,MUS_270P_A,MUS_270P_A_winter_2018-19,0,John Corrie,Alan Carr,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Lute,MUS,270Q,MUS_270Q,MUS_270Q_A,MUS_270Q_A_winter_2018-19,1,Alan Carr,Seth Warner,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Guitar (Classical),MUS,270R,MUS_270R,MUS_270R_A,MUS_270R_A_winter_2018-19,6,Kenneth Labrecque,Alan Carr,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Guitar (Classical),MUS,270R,MUS_270R,MUS_270R_B,MUS_270R_B_winter_2018-19,0,Seth Warner,Alan Carr,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Guitar (Jazz),MUS,270S,MUS_270S,MUS_270S_A,MUS_270S_A_winter_2018-19,4,Alan Carr,Kenneth Labrecque,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Middle Eastern Percussion,MUS,270T,MUS_270T,MUS_270T_A,MUS_270T_A_winter_2018-19,2,Eric LaPerna,Alan Carr,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Oboe,MUS,270U,MUS_270U,MUS_270U_A,MUS_270U_A_winter_2018-19,1,Alan Carr,Kathleen McNerney,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Organ,MUS,270V,MUS_270V,MUS_270V_A,MUS_270V_A_winter_2018-19,1,John Corrie,Alan Carr,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Piano (Classical),MUS,270X,MUS_270X,MUS_270X_B,MUS_270X_B_winter_2018-19,7,Bridget Convey,Alan Carr,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Piano (Classical),MUS,270X,MUS_270X,MUS_270X_A,MUS_270X_A_winter_2018-19,21,Chiharu Naruse,Alan Carr,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Piano (Classical),MUS,270X,MUS_270X,MUS_270X_C,MUS_270X_C_winter_2018-19,1,John Corrie,Alan Carr,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Piano (Jazz),MUS,270Y,MUS_270Y,MUS_270Y_A,MUS_270Y_A_winter_2018-19,15,Alan Carr,Michael Beling,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Piano (Jazz),MUS,270Y,MUS_270Y,MUS_270Y_B,MUS_270Y_B_winter_2018-19,4,Chris Klaxton,Alan Carr,winter,2018-19,0,0,0,0,0,0,0,0,1
Applied Music: Saxophone,MUS,270Z,MUS_270Z,MUS_270Z_A,MUS_270Z_A_winter_2018-19,3,Alan Carr,Sean Potter,winter,2018-19,0,0,0,0,0,0,0,0,1
College Choir,MUS,290A,MUS_290A,MUS_290A_A,MUS_290A_A_winter_2018-19,1,Joelle Morris,0,winter,2018-19,0,0,0,0,0,0,0,0,1
American String Band Ensemble,MUS,290B,MUS_290B,MUS_290B_A,MUS_290B_A_winter_2018-19,0,Eli Gilbert,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Gamelan Ensemble,MUS,290C,MUS_290C,MUS_290C_A,MUS_290C_A_winter_2018-19,1,Gina Fatone,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Jazz Band and Jazz Combo,MUS,290D,MUS_290D,MUS_290D_A,MUS_290D_A_winter_2018-19,1,Larry Williams,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Orchestra,MUS,290E,MUS_290E,MUS_290E_A,MUS_290E_A_winter_2018-19,0,Hiroya Miura,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Steel Pan Orchestra,MUS,290F,MUS_290F,MUS_290F_A,MUS_290F_A_winter_2018-19,14,Duncan Hardy,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Brass Ensemble,MUS,290H,MUS_290H,MUS_290H_A,MUS_290H_A_winter_2018-19,5,Alan Carr,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Senior Thesis,MUS,457,MUS_457,MUS_457_HM,MUS_457_HM_winter_2018-19,1,Hiroya Miura,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Statistical Methods,NRSC,205,NRSC_205,NRSC_205_A,NRSC_205_A_winter_2018-19,38,Michelle Greene,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Senior Thesis,NRSC,457,NRSC_457,NRSC_457_NK,NRSC_457_NK_winter_2018-19,14,Nancy Koven,0,winter,2018-19,0,0,0,0,0,1,0,0,0
Computational Neuroscience,NSPY,357,NSPY_357,NSPY_357_A,NSPY_357_A_winter_2018-19,6,Michelle Greene,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Topics in Affective Neuroscience,NSPY,361,NSPY_361,NSPY_361_A,NSPY_361_A_winter_2018-19,12,Nancy Koven,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Introduction to Logic,PHIL,195,PHIL_195,PHIL_195_A,PHIL_195_A_winter_2018-19,27,Lauren Ashwell,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Introduction to Logic,PHIL,195,PHIL_195,PHIL_195_B,PHIL_195_B_winter_2018-19,27,Lauren Ashwell,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Biomedical Ethics,PHIL,213,PHIL_213,PHIL_213_A,PHIL_213_A_winter_2018-19,22,David Cummiskey,0,winter,2018-19,0,0,0,0,0,0,0,1,0
Biomedical Ethics,PHIL,213,PHIL_213,PHIL_213_B,PHIL_213_B_winter_2018-19,22,David Cummiskey,0,winter,2018-19,0,0,0,0,0,0,0,1,0
On Being Human,PHIL,233,PHIL_233,PHIL_233_A,PHIL_233_A_winter_2018-19,29,Mike Dacey,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Moral Philosophy,PHIL,256,PHIL_256,PHIL_256_B,PHIL_256_B_winter_2018-19,19,Susan Stark,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Moral Philosophy,PHIL,256,PHIL_256,PHIL_256_A,PHIL_256_A_winter_2018-19,20,Susan Stark,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Philosophy from Descartes to Kant,PHIL,272,PHIL_272,PHIL_272_A,PHIL_272_A_winter_2018-19,23,Paul Schofield,0,winter,2018-19,0,0,0,0,0,0,0,0,1
I and Thou: Recognition and Second-Personal Morality,PHIL,324F,PHIL_324F,PHIL_324F_A,PHIL_324F_A_winter_2018-19,15,Paul Schofield,0,winter,2018-19,0,0,0,0,1,0,0,0,1
Senior Thesis,PHIL,457,PHIL_457,PHIL_457_SS,PHIL_457_SS_winter_2018-19,13,Susan Stark,0,winter,2018-19,0,0,0,0,0,1,0,0,0
Classical Physics/Lab,PHYS,107,PHYS_107,PHYS_107_C,PHYS_107_C_winter_2018-19,29,Catherine Whiting,0,winter,2018-19,1,1,1,0,0,0,0,0,1
Physics of Sports/Lab,PHYS,112,PHYS_112,PHYS_112_B,PHYS_112_B_winter_2018-19,30,John Smedley,0,winter,2018-19,1,1,1,0,0,0,0,0,0
Physics of Sports/Lab,PHYS,112,PHYS_112,PHYS_112_A,PHYS_112_A_winter_2018-19,25,John Smedley,0,winter,2018-19,1,1,1,0,0,0,0,0,0
Newtonian Mechanics,PHYS,211,PHYS_211,PHYS_211_A,PHYS_211_A_winter_2018-19,27,Catherine Whiting,0,winter,2018-19,1,0,1,0,0,0,0,0,1
Computational Physics,PHYS,216,PHYS_216,PHYS_216_A,PHYS_216_A_winter_2018-19,12,Jeffrey Oishi,0,winter,2018-19,1,0,1,0,0,0,0,0,0
Laboratory Physics I/Lab,PHYS,231,PHYS_231,PHYS_231_A,PHYS_231_A_winter_2018-19,14,Nathan Lundblad,0,winter,2018-19,1,1,1,0,1,0,0,0,0
Introductory Quantum Mechanics,PHYS,308,PHYS_308,PHYS_308_A,PHYS_308_A_winter_2018-19,16,Jeffrey Oishi,0,winter,2018-19,1,0,1,0,0,0,0,0,0
Thermal Physics,PHYS,361,PHYS_361,PHYS_361_A,PHYS_361_A_winter_2018-19,14,Raj Saha,0,winter,2018-19,1,0,1,0,0,0,0,0,1
Electromagnetic Theory,PHYS,422,PHYS_422,PHYS_422_A,PHYS_422_A_winter_2018-19,14,Travis Gould,0,winter,2018-19,1,0,1,0,0,0,0,0,0
Senior Thesis,PHYS,457,PHYS_457,PHYS_457_NL,PHYS_457_NL_winter_2018-19,8,Nathan Lundblad,0,winter,2018-19,0,0,0,0,0,1,0,0,0
American Political Institutions and Processes,PLTC,115,PLTC_115,PLTC_115_A,PLTC_115_A_winter_2018-19,15,John Baughman,0,winter,2018-19,0,0,0,0,0,0,0,0,0
International Politics,PLTC,171,PLTC_171,PLTC_171_A,PLTC_171_A_winter_2018-19,14,Jiyoung Ko,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Constitutional Law I: Balance of Powers,PLTC,216,PLTC_216,PLTC_216_A,PLTC_216_A_winter_2018-19,29,Steve Engel,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Statistics for Political Analysis,PLTC,218,PLTC_218,PLTC_218_A,PLTC_218_A_winter_2018-19,29,Jiyoung Ko,0,winter,2018-19,0,0,1,0,0,0,0,0,0
The U.S. Congress,PLTC,230,PLTC_230,PLTC_230_A,PLTC_230_A_winter_2018-19,29,John Baughman,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Politics of Latin America,PLTC,249,PLTC_249,PLTC_249_A,PLTC_249_A_winter_2018-19,26,Clarisa Perez-Armendariz,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Nationalism & Nation Building,PLTC,260,PLTC_260,PLTC_260_A,PLTC_260_A_winter_2018-19,30,Senem Aslan,0,winter,2018-19,0,0,0,0,0,0,0,0,0
U.S. Foreign Policy,PLTC,276,PLTC_276,PLTC_276_A,PLTC_276_A_winter_2018-19,28,Will d'Ambruoso,0,winter,2018-19,0,0,0,0,0,0,0,0,1
States of Emergency,PLTC,303,PLTC_303,PLTC_303_A,PLTC_303_A_winter_2018-19,5,Alyssa Grahame,0,winter,2018-19,0,0,0,0,1,0,0,0,1
Theories of International Relations,PLTC,321,PLTC_321,PLTC_321_A,PLTC_321_A_winter_2018-19,11,Will d'Ambruoso,0,winter,2018-19,0,0,0,0,1,0,0,0,1
American Political Development,PLTC,329,PLTC_329,PLTC_329_A,PLTC_329_A_winter_2018-19,17,Steve Engel,0,winter,2018-19,0,0,0,0,1,0,0,0,0
"Rules, Norms, and Laws of War",PLTC,381,PLTC_381,PLTC_381_A,PLTC_381_A_winter_2018-19,15,Jason Scheideman,0,winter,2018-19,0,0,0,0,1,0,0,0,1
Senior Thesis Seminar,PLTC,456,PLTC_456,PLTC_456_A,PLTC_456_A_winter_2018-19,10,Senem Aslan,0,winter,2018-19,0,0,0,0,0,1,0,0,0
Senior Thesis,PLTC,457,PLTC_457,PLTC_457_SE,PLTC_457_SE_winter_2018-19,26,Steve Engel,0,winter,2018-19,0,0,0,0,0,1,0,0,0
